id,name,year,runtime,rating,genre,image,description,director,stars
55,"Star Wars",1977,121,8.6,"Action, Adventure, Fantasy",https://m.media-amazon.com/images/M/MV5BOTA5NjhiOTAtZWM0ZC00MWNhLThiMzEtZDFkOTk2OTU1ZDJkXkEyXkFqcGdeQXVyMTA4NDI1NTQx._V1_.jpg,"Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.","George Lucas","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Alec Guinness']"
56,"Sen to Chihiro no kamikakushi",2001,125,8.6,"Animation, Adventure, Family",https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, a world where humans are changed into beasts.","Hayao Miyazaki","['Daveigh Chase', 'Suzanne Pleshette', 'Miyu Irino', 'Rumi Hiiragi']"
57,"Cidade de Deus",2002,130,8.6,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BOTMwYjc5ZmItYTFjZC00ZGQ3LTlkNTMtMjZiNTZlMWQzNzI5XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.","Fernando Meirelles","['Kátia Lund', 'Alexandre Rodrigues', 'Leandro Firmino', 'Matheus Nachtergaele', 'Phellipe Haagensen']"
58,"La vita è bella",1997,116,8.6,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.","Roberto Benigni","['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini', 'Giustino Durano']"
59,"It's a Wonderful Life",1946,130,8.6,"Drama, Family, Fantasy",https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_.jpg,"An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.","Frank Capra","['James Stewart', 'Donna Reed', 'Lionel Barrymore', 'Thomas Mitchell']"
60,"Shichinin no samurai",1954,207,8.6,"Action, Drama",https://m.media-amazon.com/images/M/MV5BNWQ3OTM4ZGItMWEwZi00MjI5LWI3YzgtNTYwNWRkNmIzMGI5XkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_.jpg,"Farmers from a village exploited by bandits hire a veteran samurai for protection, who gathers six other samurai to join him.","Akira Kurosawa","['Toshirô Mifune', 'Takashi Shimura', 'Keiko Tsushima', 'Yukiko Shimazaki']"
61,Seppuku,1962,133,8.6,"Action, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BYjBmYTQ1NjItZWU5MS00YjI0LTg2OTYtYmFkN2JkMmNiNWVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,"When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.","Masaki Kobayashi","['Tatsuya Nakadai', 'Akira Ishihama', 'Shima Iwashita', 'Tetsurô Tanba']"
62,"Sita Ramam",2022,163,8.6,"Action, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BN2RjZDJhYzUtOTQ5Yy00OWM3LWE5OTctM2Y0YWVmNzAzODllXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg,"An orphan soldier, Lieutenant Ram's life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a letter to Sita which won't reach her.","Hanu Raghavapudi","['Dulquer Salmaan', 'Mrunal Thakur', 'Rashmika Mandanna', 'Sumanth']"
63,"Lepa sela lepo gore",1996,115,8.6,"Comedy, Drama, History",https://m.media-amazon.com/images/M/MV5BYTg2ZTNmYmMtNGRkNi00MzM1LTljMWQtZjY4MzAxNGFhMDI2XkEyXkFqcGdeQXVyMjM5MTg4MjQ@._V1_.jpg,"During the war in Bosnia, two childhood friends eventually become enemies, as the tragic and devastating circumstances of the war put them on the opposite sides and expose the most gruesome and cruel aspects of the human nature.","Srdjan Dragojevic","['Dragan Bjelogrlic', 'Nikola Kojo', 'Dragan Maksimovic', 'Zoran Cvijanovic']"
64,"O Auto da Compadecida",2000,104,8.6,"Comedy, Drama, Fantasy",https://m.media-amazon.com/images/M/MV5BMjMzMDA4ODktMTg5OS00NjQwLWI1MDgtMDZhODU2Yzg2MDQwXkEyXkFqcGdeQXVyNDEyNjEzOTg@._V1_.jpg,"Follows the lives of 2 poor Brazilians and their schemes to get money and the consequences of their actions.","Guel Arraes","['Matheus Nachtergaele', 'Selton Mello', 'Rogério Cardoso', 'Denise Fraga']"
65,"Anbe Sivam",2003,160,8.6,"Adventure, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BYjY2NDNhOTItNjAwMi00ZjA0LTkzOGYtNWJkZmZiN2FlODU4XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,"Two men, one young and arrogant, the other damaged - physically but not spiritually - by life, are thrown together by circumstances, and find that they are in some ways bound together by fate.","Sundar C.","['Kamal Haasan', 'Madhavan', 'Kiran Rathod', 'Nassar']"
66,Nayakan,1987,145,8.6,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BNzEyZTFmZTItYWU2My00ZWZkLTg2NWMtMTEwYmM5YzFmNzFhXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg,"A common man's struggles against a corrupt police force put him on the wrong side of the law. He becomes a don, who is loved and respected by many, but his growing power and influence exact a heavy toll.","Mani Ratnam","['Kamal Haasan', 'Saranya Ponvannan', 'Delhi Ganesh', 'Janakaraj']"
67,"Hababam Sinifi Tatilde",1977,97,8.6,"Adventure, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BN2VkNzQ4YmItMDQyOS00MTc4LWFkOWEtZjQ0MDg1ZDBjNjhhXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_.jpg,"Hababam Sinifi (The Chaos Class) continue to their adventures. Now first female students of the school history joins to the class and all Hababam Sinifi fight each other for them at first ...                See full summary »","Ertem Egilmez","['Kemal Sunal', 'Münir Özkul', 'Adile Nasit', 'Sener Sen']"
68,Alien,1979,117,8.5,"Horror, Sci-Fi",https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"The crew of a commercial spacecraft encounters a deadly lifeform after investigating an unknown transmission.","Ridley Scott","['Sigourney Weaver', 'Tom Skerritt', 'John Hurt', 'Veronica Cartwright']"
69,"Back to the Future",1985,116,8.5,"Adventure, Comedy, Sci-Fi",https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.","Robert Zemeckis","['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover']"
70,"The Departed",2006,151,8.5,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_.jpg,"An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.","Martin Scorsese","['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson', 'Mark Wahlberg']"
71,Gladiator,2000,155,8.5,"Action, Adventure, Drama",https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.","Ridley Scott","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen', 'Oliver Reed']"
72,"The Prestige",2006,130,8.5,"Drama, Mystery, Sci-Fi",https://m.media-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_.jpg,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.","Christopher Nolan","['Christian Bale', 'Hugh Jackman', 'Scarlett Johansson', 'Michael Caine']"
73,Gisaengchung,2019,132,8.5,"Drama, Thriller",https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg,"Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.","Bong Joon Ho","['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong', 'Choi Woo-sik']"
74,Whiplash,2014,106,8.5,"Drama, Music",https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.","Damien Chazelle","['Miles Teller', 'J.K. Simmons', 'Melissa Benoist', 'Paul Reiser']"
75,"Léon",1994,110,8.5,"Action, Crime, Drama",https://m.media-amazon.com/images/M/MV5BOTgyMWQ0ZWUtN2Q2MS00NmY0LWI3OWMtNjFkMzZlNDZjNTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.","Luc Besson","['Jean Reno', 'Gary Oldman', 'Natalie Portman', 'Danny Aiello']"
76,Casablanca,1942,102,8.5,"Drama, Romance, War",https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_.jpg,"A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.","Michael Curtiz","['Humphrey Bogart', 'Ingrid Bergman', 'Paul Henreid', 'Claude Rains']"
77,"The Usual Suspects",1995,106,8.5,"Crime, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BNDg1OWQyNzAtZjRkNS00OGZmLWIyNWYtZTMxZDIyNGRkOWY2XkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_.jpg,"The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.","Bryan Singer","['Kevin Spacey', 'Gabriel Byrne', 'Chazz Palminteri', 'Stephen Baldwin']"
78,"The Lion King",1994,88,8.5,"Animation, Adventure, Drama",https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_.jpg,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Roger Allers","['Rob Minkoff', 'Matthew Broderick', 'Jeremy Irons', 'James Earl Jones', 'Whoopi Goldberg']"
79,"American History X",1998,119,8.5,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BZTJhN2FkYWEtMGI0My00YWM4LWI2MjAtM2UwNjY4MTI2ZTQyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.","Tony Kaye","['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo"", 'Jennifer Lien']"
80,"The Pianist",2002,150,8.5,"Biography, Drama, Music",https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.","Roman Polanski","['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Emilia Fox']"
81,Psycho,1960,109,8.5,"Horror, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,"A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run and checks into a remote motel run by a young man under the domination of his mother.","Alfred Hitchcock","['Anthony Perkins', 'Janet Leigh', 'Vera Miles', 'John Gavin']"
82,"The Intouchables",2011,112,8.5,"Biography, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_.jpg,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","Olivier Nakache","['Éric Toledano', 'François Cluzet', 'Omar Sy', 'Anne Le Ny', 'Audrey Fleurot']"
83,"Once Upon a Time in the West",1968,165,8.5,Western,https://m.media-amazon.com/images/M/MV5BODQ3NDExOGYtMzI3Mi00NWRlLTkwNjAtNjc4MDgzZGJiZTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.","Sergio Leone","['Henry Fonda', 'Charles Bronson', 'Claudia Cardinale', 'Jason Robards']"
84,"Hotaru no haka",1988,89,8.5,"Animation, Drama, War",https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,"A young boy and his little sister struggle to survive in Japan during World War II.","Isao Takahata","['Tsutomu Tatsumi', 'Ayano Shiraishi', 'Akemi Yamaguchi', 'Yoshiko Shinohara']"
85,"Rear Window",1954,112,8.5,"Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"A photographer in a wheelchair spies on his neighbors from his Greenwich Village courtyard apartment window, and becomes convinced one of them has committed murder, despite the skepticism of his fashion-model girlfriend.","Alfred Hitchcock","['James Stewart', 'Grace Kelly', 'Wendell Corey', 'Thelma Ritter']"
86,"Nuovo Cinema Paradiso",1988,155,8.5,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_.jpg,"A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.","Giuseppe Tornatore","['Philippe Noiret', 'Enzo Cannavale', 'Antonella Attili', 'Isa Danieli']"
87,Banshee,"III 2013",50,8.5,Action,https://m.media-amazon.com/images/M/MV5BMjAxZjAwNWUtYmJmYy00MTMzLTg1ZDYtMTUyN2Q1NWNmNzA1XkEyXkFqcGdeQXVyMzk0NjQxNzA@._V1_.jpg,"A thief gets out of prison after many years and decides to try and locate someone from his past. After a series of events, he ends up becoming sheriff. Now he has to face his past while in his new position as sheriff.","Gemma Mc Carthy","['Antony Starr', ""Jonathan O' Dwyer"", 'Sean Flood', 'Frank Hurley']"
88,"Modern Times",1936,87,8.5,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BYjJiZjMzYzktNjU0NS00OTkxLWEwYzItYzdhYWJjN2QzMTRlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"The Tramp struggles to live in modern industrial society with the help of a young homeless woman.","Charles Chaplin","['Charles Chaplin', 'Paulette Goddard', 'Henry Bergman', 'Tiny Sandford']"
89,"City Lights",1931,87,8.5,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","Charles Chaplin","['Charles Chaplin', 'Virginia Cherrill', 'Florence Lee', 'Harry Myers']"
90,"Suna no onna",1964,147,8.5,"Drama, Thriller",https://m.media-amazon.com/images/M/MV5BZjkzN2MxYTMtOTkxYS00OTk5LWE3ZDMtN2RiZjJmOTRkZDUxXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_.jpg,"An entomologist on vacation is trapped by local villagers into living with a woman whose life task is shoveling sand for them.","Hiroshi Teshigahara","['Eiji Okada', 'Kyôko Kishida', 'Hiroko Itô', 'Kôji Mitsui']"
91,"La meglio gioventù",2003,366,8.5,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BYjZiNDM3Y2MtNzkxNy00ZTk1LTkyNjEtZDE0YjE2ZGExN2YwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,"An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.","Marco Tullio Giordana","['Luigi Lo Cascio', 'Alessio Boni', 'Jasmine Trinca', 'Adriana Asti']"
92,"Apur Sansar",1959,105,8.5,Drama,https://m.media-amazon.com/images/M/MV5BN2ZhM2NkZDUtMTI3OC00NWE5LWEwYzMtZTlhMjhkZGFlMjQyXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_.jpg,"This final installment in Satyajit Ray's Apu Trilogy follows Apu's life as an orphaned adult aspiring to be a writer.","Satyajit Ray","['Soumitra Chatterjee', 'Sharmila Tagore', 'Alok Chakravarty', 'Swapan Mukherjee']"
93,96,"II 2018",158,8.5,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BOGM2YzI4ZjItYjA4Mi00ZDhiLTk1OGEtZmEzN2U3ODNkNTEzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,"Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.","C. Prem Kumar","['Vijay Sethupathi', 'Adithya Bhaskar', 'Trisha Krishnan', 'Gouri Kishan']"
94,"Le trou",1960,131,8.5,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BYzg1ZWQxZDMtYjBhMC00OTNhLWJiNGYtMGFiNDQ4NzQ4NjVlXkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_.jpg,"Distrust and uncertainty arise when four long-term inmates cautiously induct a new prisoner into their elaborate prison-break scheme.","Jacques Becker","['André Bervil', 'Jean Keraudy', 'Michel Constantin', 'Philippe Leroy']"
95,"Kumbalangi Nights",2019,135,8.5,"Comedy, Drama, Romance",https://m.media-amazon.com/images/M/MV5BYjYyZTNkZGYtZGJjZC00NmM2LThjNjMtMjYxYTI0NTg1NzViXkEyXkFqcGdeQXVyMzQ5Njc3NzU@._V1_.jpg,"The film revolves around four brothers who share a love-hate relationship with each other. Their relationship progresses to another level when Saji, Boney, and Franky decide to help Bobby stand by his love.","Madhu C. Narayanan","['Shane Nigam', 'Soubin Shahir', 'Fahadh Faasil', 'Sreenath Bhasi']"
96,"Shingeki no Kyojin: Chronicle",2020,122,8.5,"Animation, Action, Adventure",https://m.media-amazon.com/images/M/MV5BMzQwZjZkMTktYzNkNC00ZWFlLWE4NGEtMjA3YTA4OTEyZWVkXkEyXkFqcGdeQXVyMTA5MTI0Mzc1._V1_.jpg,"A recap of the popular anime series Shingeki no Kyojin from seasons 1-3.","Masashi Koizuka","['Tetsurô Araki', 'Yûki Kaji', 'Yui Ishikawa', 'Marina Inoue', 'Natsuki Aikawa']"
97,Visaaranai,2015,117,8.5,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BNjI2Y2Q5ZGEtOGUzZS00NjY3LWE0N2UtZGQzNmFlZjFkYjA3XkEyXkFqcGdeQXVyODIwMDI1NjM@._V1_.jpg,"Four labourers are tortured by the police to confess to a theft they have not committed.",Vetrimaaran,"['Dinesh', 'Samuthirakani', 'Anandhi', 'Murugadass']"
98,Jersey,2019,157,8.5,"Drama, Sport",https://m.media-amazon.com/images/M/MV5BYjc0MWFiYTMtNmYyOS00ODczLWEyMzItNzI4YjY0YjJjZGVjXkEyXkFqcGdeQXVyNzEwNjg3MjE@._V1_.jpg,"A failed cricketer decides to revive his cricketing career in his late 30's despite everyone being skeptical of his ability to do so.","Gowtam Tinnanuri","['Nani', 'Shraddha Srinath', 'Sathyaraj', 'Ronit Kamra']"
99,"Sarpatta Parambarai",2021,173,8.5,"Action, Drama, Sport",https://m.media-amazon.com/images/M/MV5BNWVjNGExNjItOWRlZi00Nzk1LWJmZDUtOGQ0NzgyYTBlOTZmXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg,"When Sarpatta Parambarai is challenged to a do-or-die match, will Kabilan, a young labourer, put on the gloves himself and lead his clan to victory, or be dissuaded by his disapproving mother and dangerous politics?","Pa. Ranjith","['Arya', 'Pasupathy', 'John Kokken', 'Shabeer Kallarakkal']"
100,"Selvi Boylum Al Yazmalim",1977,90,8.5,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BOGQ5MWQ4NWMtZDgwYS00OWRmLWI0N2UtMjhkNzk1MTQ1MjlmXkEyXkFqcGdeQXVyMzExMDk1NTg@._V1_.jpg,"Story of a dilemma between a woman's love and her logic. Asya, a young girl with a strict mother, meets Ilyas who is a womanizer city man, and they quickly fall in love. They get over the ...                See full summary »","Atif Yilmaz","['Türkan Soray', 'Kadir Inanir', 'Ahmet Mekin', 'Hülya Tuglu']"
101,"Zübük",1980,88,8.5,"Comedy, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMDIyZjM5MTEtNTM3My00MTA1LWJkZWMtNGRlYmQwMWZmNTZhXkEyXkFqcGdeQXVyNzE2MjU3Mzk@._V1_.jpg,"Zübük gets expelled from the political party that he is a member of, due to corruption. The journalist Yasar wants to make a news story about his case and investigates Zübük's doings. Yasar...                See full summary »","Kartal Tibet","['Kemal Sunal', 'Nevra Serezli', 'Metin Serezli', 'Kadir Savun']"
102,"Gol Maal",1979,120,8.5,"Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMjA4OTczODgxNF5BMl5BanBnXkFtZTgwMDAzMTU2NDE@._V1_.jpg,"A man's simple lie to secure his job escalates into more complex lies when his orthodox boss gets suspicious.","Hrishikesh Mukherjee","['Amol Palekar', 'Bindiya Goswami', 'Deven Verma', 'Shobha Khote']"
